text,spam,processed_text
"300 million business charset = windows - 1252 "" > sick and tired of email directories that don ' t deliver what they promise ? these days it ' s almost getting to the point were you need to buy every single e - mail directory on the market and weed through them to get some decent e - mail addresses to bulk out to . well the buck stops here ! we ' ve bought almost every good directory on the market , cleaned it up and compiled all 300 million records on 3 cds for you ! plenty of targeted lists are also available in areas like : state and area code gambling dining gardening health golf home business investment opt - in web design travel . . . and many more ! check out this amazing new collection today ! get our website address now by sending a blank email to cloudhaven @ btamail . net . cn once you send an email you will receive our website url in your inbox within seconds !",1,million business charset windows sick tired email directories deliver promise days almost getting point need buy every single e mail directory market weed get decent e mail addresses bulk well buck stops bought almost every good directory market cleaned compiled million records cds plenty targeted lists also available areas like state area code gambling dining gardening health golf home business investment opt web design travel many check amazing new collection today get website address sending blank email cloudhaven btamail net cn send email receive website url inbox within seconds
"california update 4 / 27 / 01 the following report contains confidential and sensitive information . please treat with discretion . executive summary : ? ferc price cap decision reflects bush political and economic objectives . politically , bush is determined to let the crisis blame fall on davis ; from an economic perspective , he is unwilling to create disincentives for new power generation ? davis finds four major flaws with ferc plan , most notably its exclusion of out - of - state generators ? june lst "" kill clause "" for ferc order could coincide with new bush regional plan ? california facing growing fiscal risk following bond downgrade , expected $ 20 billion power bill this summer - - economic crisis would force deeper administration involvement ? qf bid for advance payments from pg & e likely to fail in bankruptcy court ? new generation delays probable because of state / qf squabbling ? consumer groups are preparing a constitutional challenge to socal bailout deal 1 . ferc fallout the ferc decision is a holding move by the bush administration that looks like action , but is not . rather , it allows the situation in california to continue to develop virtually unabated . the political strategy appears to allow the situation to deteriorate to the point where davis cannot escape shouldering the blame . once they are politically inoculated , the administration can begin to look at regional solutions . moreover , the administration has already made explicit ( and will certainly restate in the forthcoming cheney commission report ) its opposition to stronger price caps on the grounds that they are unwilling to create disincentives to the construction of new generation . it is interesting and ironic to note that electricity generators were generally happy with the ferc order and that the only ferc commissioner who favors price caps actually voted against this plan . 2 . something less than effective price caps from davis ' s point of view , the ferc plan has four major flaws : ? the order applies only to california , not to the rest of the west . non - california generators are not required to sell at capped rates to california . ? as the order is written , it is more of a price floor for emergency power than a ceiling . ? state officials also believe that energy suppliers will continue to game the system , because the price mitigation scheme only kicks in after a stage 2 emergency and does not require any collusion . ? even when the price caps kick in , they are based on the cost - plus for the highest cost producer supplying power to california and do not require wholesalers to abide by the cap . the generators can also charge above the cap , provided they can subsequently justify the excess charge to ferc . 3 . proposal "" kill clause "" adds to the political dilemma for davis the ferc proposal includes a "" kill clause "" that says the caps will be withdrawn unless california ' s iso agrees by june lst to become part of the regional grid now under ferc control . if davis doesn ' t sign on to the regional grid by june lst , then he will have to live with june 2 nd headlines blaming him for letting the "" bush price caps plan "" collapse . 4 . growing fiscal risk in california sources speculate that california could therefore pay as much as $ 20 billion on power this summer - this is more than the combined enterprise value of pg & e and sce . these sources believe that , because of the severity of the situation , the ferc and / or the federal government will be forced to take further action to control prices for power . the consensus is that the state of california will run out of money in about 90 days . one of the first projects to be cancelled will be state plans to finance new power plant construction in exchange for long - term power deals . the bleak fiscal picture is also causing bank creditors to revisit the bridge loans they are providing to california . the bush administration and the fed are only now waking up to the seriousness of the fiscal picture . the country ' s largest and most prosperous state will have gone from large surpluses to serious debt downgrades and devastating deficits in a matter of months . 5 . qfs to seek advance payment from pg & e meanwhile , on the bankruptcy front , the qfs reportedly will ask the bankruptcy judge today to give them advance payment from pge ' s accounts , since their natural gas vendors have likewise demanded advance payment for gas . it appears very unlikely that the qfs ' request will be granted . if the qfs do not receive advance payment , it is likely that most of the 4 , 000 mw of gas - fired qf capacity will remain offline . 6 delays likely in new qf generation the qf deals made with the state for long - term contracts are being continually renegotiated , which is likely to mean that the new plants those contracts are supposed to finance will not be online as early as anticipated . 7 . consumer groups ready to challenge constitutionality of sce bailout plan harvey rosenfield and his colleagues reportedly have been reviewing an analysis of the mou for the sce bailout plan . the analysis was done by a utilities analyst , rather than a lawyer , though it appears to raise a number of good legal points . for example , one of the elements of the mou is a "" non - bypassable "" charge on ratepayers that would require them to pay even if they disconnect from the grid . this is effectively a tax , since there is no exchange of value for money , which under the ca constitution cannot be used to directly benefit a private entity . this makes the bonds that would be issued are general obligation bonds , rather than revenue bonds . according to the constitution , the state cannot be put into debt to benefit a private company . for this and other reasons , even if the republicans would vote for the sce bailout , which remains unlikely , the bailout probably would not stand a likely constitutional challenge . 8 . governor hurt by continued failure to disclose long - term power contracts the issue of the governor ' s failure to disclose the details of the long - term power contracts continues to distress the other players in the crisis . even if he were to disclose everything he and his staff have been negotiating , it is likely that their actions and negotiations will challenged , creating an even further delay .",0,california update following report contains confidential sensitive information please treat discretion executive summary ferc price cap decision reflects bush political economic objectives politically bush determined let crisis blame fall davis economic perspective unwilling create disincentives new power generation davis finds four major flaws ferc plan notably exclusion state generators june lst kill clause ferc order could coincide new bush regional plan california facing growing fiscal risk following bond downgrade expected billion power bill summer economic crisis would force deeper administration involvement qf bid advance payments pg e likely fail bankruptcy court new generation delays probable state qf squabbling consumer groups preparing constitutional challenge socal bailout deal ferc fallout ferc decision holding move bush administration looks like action rather allows situation california continue develop virtually unabated political strategy appears allow situation deteriorate point davis escape shouldering blame politically inoculated administration begin look regional solutions moreover administration already made explicit certainly restate forthcoming cheney commission report opposition stronger price caps grounds unwilling create disincentives construction new generation interesting ironic note electricity generators generally happy ferc order ferc commissioner favors price caps actually voted plan something less effective price caps davis point view ferc plan four major flaws order applies california rest west non california generators required sell capped rates california order written price floor emergency power ceiling state officials also believe energy suppliers continue game system price mitigation scheme kicks stage emergency require collusion even price caps kick based cost plus highest cost producer supplying power california require wholesalers abide cap generators also charge cap provided subsequently justify excess charge ferc proposal kill clause adds political dilemma davis ferc proposal includes kill clause says caps withdrawn unless california iso agrees june lst become part regional grid ferc control davis sign regional grid june lst live june nd headlines blaming letting bush price caps plan collapse growing fiscal risk california sources speculate california could therefore pay much billion power summer combined enterprise value pg e sce sources believe severity situation ferc federal government forced take action control prices power consensus state california run money days one first projects cancelled state plans finance new power plant construction exchange long term power deals bleak fiscal picture also causing bank creditors revisit bridge loans providing california bush administration fed waking seriousness fiscal picture country largest prosperous state gone large surpluses serious debt downgrades devastating deficits matter months qfs seek advance payment pg e meanwhile bankruptcy front qfs reportedly ask bankruptcy judge today give advance payment pge accounts since natural gas vendors likewise demanded advance payment gas appears unlikely qfs request granted qfs receive advance payment likely mw gas fired qf capacity remain offline delays likely new qf generation qf deals made state long term contracts continually renegotiated likely mean new plants contracts supposed finance online early anticipated consumer groups ready challenge constitutionality sce bailout plan harvey rosenfield colleagues reportedly reviewing analysis mou sce bailout plan analysis done utilities analyst rather lawyer though appears raise number good legal points example one elements mou non bypassable charge ratepayers would require pay even disconnect grid effectively tax since exchange value money ca constitution used directly benefit private entity makes bonds would issued general obligation bonds rather revenue bonds according constitution state put debt benefit private company reasons even republicans would vote sce bailout remains unlikely bailout probably would stand likely constitutional challenge governor hurt continued failure disclose long term power contracts issue governor failure disclose details long term power contracts continues distress players crisis even disclose everything staff negotiating likely actions negotiations challenged creating even delay
"your lap top vince : the it migration team called and said that they need an email from you stating that you do not want your lap top "" ghost upped "" ? ( not sure if this is the correct term ) . they said they were supposed to do this to all computers during the migration process , but since you requested that they not do this , then they need an email from you with this request . you need to send the email to : kacee downey / enron @ enronxgate thanks ! shirley",0,lap top vince migration team called said need email stating want lap top ghost upped sure correct term said supposed computers migration process since requested need email request need send email kacee downey enron enronxgate thanks shirley
"your online sales are low because you don _ t have enough visitors ? submitting your website in search engines may increase your online sales dramatically . if you invested time and money into your website , you simply must submit your website oniine otherwise it wiil be invisibie virtuaiiy , which means efforts spent in vain . if you want peopie to know about your website and boost your revenues , the only way to do that is to make your site visible in places where peopie search for information , i . e . submit your website in multiple search engines . submit your website online and watch visitors stream to your e - business . best reqards , springmorqan _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1,online sales low enough visitors submitting website search engines may increase online sales dramatically invested time money website simply must submit website oniine otherwise wiil invisibie virtuaiiy means efforts spent vain want peopie know website boost revenues way make site visible places peopie search information e submit website multiple search engines submit website online watch visitors stream e business best reqards springmorqan interested
"re : job posting please respond to vince , thank you very much . i applied for the position yesterday ( via e - mail address ) and mentioned your name in the cover letter . i ' ll keep my fingers crossed . sincerely , helen - - - - - original message - - - - - from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ] sent : wednesday , april 25 , 2001 9 : 42 am to : demianen @ ruf . rice . edu subject : re : job posting helen , fyi . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 25 / 2001 09 : 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - - from : lee ferrell / enron @ enronxgate on 04 / 24 / 2001 06 : 20 pm to : vince j kaminski / hou / ect @ ect cc : subject : re : job posting hi vince , this posting is for my group . thanks for the referral . - - - - - original message - - - - - from : kaminski , vince sent : tuesday , april 24 , 2001 5 : 31 pm to : goodpasture , john ; watson , kimberly ; ferrell , lee ; kaminski , vince cc : krishnarao , pinnamaneni subject : job posting i am teaching a class at rice and one of my very bright students sent her resume in response to this posting . do you know who posted this job ? vince kaminski - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 24 / 2001 05 : 27 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - ( embedded image moved to file : pico 5601 . pcx ) "" helen demianenko "" on 04 / 24 / 2001 02 : 11 : 05 pm please respond to to : cc : subject : job posting dear vince , thanks for talking to me this morning about the sr . risk analyst position . here is where you can find the job description for that position : also , i have cut and pasted it down below , just in case . i appreciate your assistance in this matter and will start working on my cover letter right away . i would also like to talk to somebody to get a better feel for the position ( is this really an mba level position and how much of the in - depth learning opportunities for the derivatives market does it entail ? ) sincerely , helen demianenko p . s . i have attached my resume ( one more time ) . sr risk analyst essential functions : primary accountability for managing the ets risk book structure and processes from a pipeline ( front office ) perspective . work within current nng and tw marketing organizations to effectively integrate risk books into daily marketing and structured product activities . provide feedback to management regarding overall and specific risk positions . provide support for consistent and accurate deals entry / reporting for stand alone risk management system . create ad - hoc reports to assist management in risk analysis . responsible for managing and providing enhancements to the capacity books : ? maintain functionality and provide leadership for new functionality from a users perspective . provide support and direction for integration of capacity books and revenue management project . support revenue management team essential requirements : ba / bs in finance or accounting ( mba preferred ) . minimum of two years financial instruments experience . excellent quantitative / analytic and systems skills . knowledge of commodity risk book concepts . understanding of physical natural gas market , interstate transportation and financial derivatives . ability to interface with structuring / marketing groups in order to define business requirements . ability to provide leadership for business and system processes . excellent communication skills with an ability to communicate across organization with varied skill sets and ideas . must be self - motivated with a high level of energy preferred skills : na . special characteristics : this job functions in a team - oriented , fast - paced environment with multiple concurrent assignments and constantly changing priorities . contact : responses will be accepted through may 3 , 2001 . respond to enron corp . , human resources 235 , p o box 3330 , omaha , ne 68103 - 0330 or e - mail : dea . crum @ enron . com as a . doc or . txt attachment . please include this requisition number . job id 0000108729 department risk management & reporti company enron transportation services enron transportation services location houston , tx type posting date 19 - apr - 01 - helen _ d _ resume . doc >",0,job posting please respond vince thank much applied position yesterday via e mail address mentioned name cover letter keep fingers crossed sincerely helen original message vince j kaminski enron com mailto vince j kaminski enron com sent wednesday april demianen ruf rice edu subject job posting helen fyi vince forwarded vince j kaminski hou ect lee ferrell enron enronxgate pm vince j kaminski hou ect ect cc subject job posting hi vince posting group thanks referral original message kaminski vince sent tuesday april pm goodpasture john watson kimberly ferrell lee kaminski vince cc krishnarao pinnamaneni subject job posting teaching class rice one bright students sent resume response posting know posted job vince kaminski forwarded vince j kaminski hou ect pm embedded image moved file pico pcx helen demianenko pm please respond cc subject job posting dear vince thanks talking morning sr risk analyst position find job description position also cut pasted case appreciate assistance matter start working cover letter right away would also like talk somebody get better feel position really mba level position much depth learning opportunities derivatives market entail sincerely helen demianenko p attached resume one time sr risk analyst essential functions primary accountability managing ets risk book structure processes pipeline front office perspective work within current nng tw marketing organizations effectively integrate risk books daily marketing structured product activities provide feedback management regarding overall specific risk positions provide support consistent accurate deals entry reporting stand alone risk management system create ad hoc reports assist management risk analysis responsible managing providing enhancements capacity books maintain functionality provide leadership new functionality users perspective provide support direction integration capacity books revenue management project support revenue management team essential requirements ba bs finance accounting mba preferred minimum two years financial instruments experience excellent quantitative analytic systems skills knowledge commodity risk book concepts understanding physical natural gas market interstate transportation financial derivatives ability interface structuring marketing groups order define business requirements ability provide leadership business system processes excellent communication skills ability communicate across organization varied skill sets ideas must self motivated high level energy preferred skills na special characteristics job functions team oriented fast paced environment multiple concurrent assignments constantly changing priorities contact responses accepted may respond enron corp human resources p box omaha ne e mail dea crum enron com doc txt attachment please include requisition number job id department risk management reporti company enron transportation services enron transportation services location houston tx type posting date apr helen resume doc
"new consultants added to enron tiger enron tiger team : we are pleased to tell you that professors howard kunreuther and paul kleindorfer , opim dept , university of penn , will be consultants for the enron tiger project 2001 . please feel free to contact them with any questions or concerns : kunreuth @ wharton . upenn . edu and kleindorfer @ wharton . upenn . edu sincerely , donna piazze program director field application project the wharton school univ . of pennsylvania ( 215 ) 573 - 8394 ( 215 ) 573 - 5727 fax fap @ management . wharton . upenn . edu piazze @ wharton . upenn . edu",0,new consultants added enron tiger enron tiger team pleased tell professors howard kunreuther paul kleindorfer opim dept university penn consultants enron tiger project please feel free contact questions concerns kunreuth wharton upenn edu kleindorfer wharton upenn edu sincerely donna piazze program director field application project wharton school univ pennsylvania fax fap management wharton upenn edu piazze wharton upenn edu
"re : visit to houston - - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 03 / 02 / 2001 01 : 22 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - nick bambos on 03 / 02 / 2001 11 : 33 : 11 am to : stinson . gibner @ enron . com cc : gappy @ stanford . edu , cope @ csli . stanford . edu , bambos @ stanford . edu subject : re : visit to houston hi stinson , giuseppe , eric and i , arrive on thusday night at 10 pm . we ' ll try to reserve rooms at the doubletree hotel next to the enron building . does enron get special deals with this hotel ? > > > giuseppe , can you please make the reservations ? > > giuseppe , can you please call stinson and see how we can optimize the agenda and maximize the value of the visit . i am swamped today . . . nick , > > i hope everything is ok in palo alto . are you able to come to houston on > the 9 th of march ? please let me know of your plans so we will know what > times to set up discussions . i will try calling you tomorrow to check on > your plans , or feel free to call me . > > regards , > > stinson > 713 853 4748",0,visit houston forwarded stinson gibner hou ect pm nick bambos stinson gibner enron com cc gappy stanford edu cope csli stanford edu bambos stanford edu subject visit houston hi stinson giuseppe eric arrive thusday night pm try reserve rooms doubletree hotel next enron building enron get special deals hotel giuseppe please make reservations giuseppe please call stinson see optimize agenda maximize value visit swamped today nick hope everything ok palo alto able come houston th march please let know plans know times set discussions try calling tomorrow check plans feel free call regards stinson
"i ' m a changed maan how to save on your medlcations o publishment ver 70 % . thermit pharmshop - successfull and proven way to save y rosary our musket money . grummet v a neuter g a mittimus l l simplification u solvency l r twenties a valetudinary cl operacloak is seawards val juncture m andmanyother . best prlces breakaway . worldwide shl lasher pplng . easy order for coatee m . total confidenti handle aiity . 250 , benchmark 000 satisfied customers . order partly today and save !",1,changed maan save medlcations publishment ver thermit pharmshop successfull proven way save rosary musket money grummet v neuter g mittimus l l simplification u solvency l r twenties valetudinary cl operacloak seawards val juncture andmanyother best prlces breakaway worldwide shl lasher pplng easy order coatee total confidenti handle aiity benchmark satisfied customers order partly today save
"term paper please respond to vince , attached is our team ' s term paper in pdf format . please let us know if you still problem opening the file . thank you very much . best regards , winny so rice university jesse h . jones graduate school of management mba candidate , class of 2001 2018 richland court sugar land , tx 77478 home : ( 281 ) 265 - 3522 mobile : ( 281 ) 989 - 8417 e - mail : so @ rice . edu > http : / / www . ruf . rice . edu / ~ so / - modeling project . pdf",0,term paper please respond vince attached team term paper pdf format please let us know still problem opening file thank much best regards winny rice university jesse h jones graduate school management mba candidate class richland court sugar land tx home mobile e mail rice edu http www ruf rice edu modeling project pdf
"lose 20 pounds in 10 days 27540 lose weight fast , without special diets or expensive foods no starving yourself ! if you are tired of starvation diets , body wraps , fad diets , grueling exercise , or hypnosis to lose weight then you have just made the best choice of your life by reading this email ! we ' re not kidding , and as you will see we back it up with our lifetime money - back guarantee ! new ! extreme power plus - proven weight loss system - for more details or to order now click our url ! http : / / loseweightfast ! / ad . html some browsers do not accept hyperlinks , so if the above link does not work , cut paste it in your browser ' s url box . lifetime money back guarantee ! it ' s almost to good to be true ! extreme power plus is here just in time ! order today get free shipping * ! ! ! click here http : / / loseweightfast ! / ad . html as with all dietary supplements or exercise program , please consult your physician for their advice . * note : on orders of 3 bottles or more only ( us orders only ) . you are receiving this special offer because you have provided permission to receive email communications regarding special online promotions or offers . to discontinue any further messages from this company , please click here to unsubscribe from our mailing list",1,lose pounds days lose weight fast without special diets expensive foods starving tired starvation diets body wraps fad diets grueling exercise hypnosis lose weight made best choice life reading email kidding see back lifetime money back guarantee new extreme power plus proven weight loss system details order click url http loseweightfast ad html browsers accept hyperlinks link work cut paste browser url box lifetime money back guarantee almost good true extreme power plus time order today get free shipping click http loseweightfast ad html dietary supplements exercise program please consult physician advice note orders bottles us orders receiving special offer provided permission receive email communications regarding special online promotions offers discontinue messages company please click unsubscribe mailing list
"bonds the difference is $ 4 , 391 . you can send more if you would like to add to the tax - free money fund . thank you keith hazlewood edward jones p . o . box 9479 the woodlands , tx 77387",0,bonds difference send would like add tax free money fund thank keith hazlewood edward jones p box woodlands tx
"re : copier on 32 nd floor kevin , please let me know when your move date has been "" firmed up "" . can you let me know the location that you want to install the new copier at { i will need to check for the necessary power outlet } ? listed below are some of the latest generation "" heavy duty "" copiers that enron has been installing as replacement for older equipment such as the xerox 5388 etc . feel free to try them out for the specific task that you have on a daily basis and let me know what you think { we can discuss relevant speeds & associated $ costs after you have tested these copiers } : fyi : there are 2 other models from lanier : the 5355 and the 5365 . both of these are the "" toshiba 70 series "" digital copier rebranded as "" lanier "" . if the one of the toshiba 70 series listed above meets your criteria , the 5300 series from lanier is a better cost option between the two different brands . if possible , would you be available to meet next week to discuss further ? i would like to invite a member of the ena finance group to go over cost allocations for the new copier , regardless of which copier selected . thanks , iain . . . . . . . . . . . . . . . . . . . . kevin g moore 03 / 08 / 2000 11 : 22 am to : iain russell / epsc / hou / ect @ ect , shirley crenshaw / hou / ect @ ect , mike a roberts / hou / ect @ ect , vince j kaminski / hou / ect @ ect , liz m taylor / hou / ect @ ect cc : subject : copier on 32 nd floor hello iain , well time is drawing near for another move for us . the problem is we do not have a heavy duty copier for the floor . we do need a copier . please inform me as how we can work through this , maybe we can split the cost with others on the floor . the move is schedule sometime at the end of the month . i will keep you informed . . . . . . . . thanks kevin moore",0,copier nd floor kevin please let know move date firmed let know location want install new copier need check necessary power outlet listed latest generation heavy duty copiers enron installing replacement older equipment xerox etc feel free try specific task daily basis let know think discuss relevant speeds associated costs tested copiers fyi models lanier toshiba series digital copier rebranded lanier one toshiba series listed meets criteria series lanier better cost option two different brands possible would available meet next week discuss would like invite member ena finance group go cost allocations new copier regardless copier selected thanks iain kevin g moore iain russell epsc hou ect ect shirley crenshaw hou ect ect mike roberts hou ect ect vince j kaminski hou ect ect liz taylor hou ect ect cc subject copier nd floor hello iain well time drawing near another move us problem heavy duty copier floor need copier please inform work maybe split cost others floor move schedule sometime end month keep informed thanks kevin moore
